0.1875,0.015,0.0275,0.0050,0.0,0.0,0.0
0.115,0.0975,0.045,0.035,0.0175,0.0,0.0
0.14,0.075,0.0125,0.015,0.0225,0.01,0.07
0.0675,0.085,0.0275,0.025,0.04,0.0225,0.0475
0.0675,0.085,0.0275,0.025,0.04,0.0225,0.0475
0.1525,0.07,0.065,0.04,0.025,0.0050,0.0225
0.185,0.0525,0.0175,0.03,0.0125,0.0225,0.0050
0.0825,0.06,0.025,0.03,0.0325,0.0,0.0
0.12,0.0575,0.0275,0.0,0.0,0.0,0.0
0.1725,0.0375,0.0,0.0,0.0,0.0,0.0
